Date,Paracetamolo[it],
2013-09-02 16,22,
2013-09-02 17,24,
2013-09-02 18,15,
2013-09-02 19,20,
2013-09-02 20,44,
2013-09-02 21,12,
2013-09-02 22,14,
2013-09-03 23,2,
2013-09-03 00,2,
2013-09-03 01,2,
2013-09-03 02,1,
2013-09-03 03,1,
2013-09-03 04,6,
2013-09-03 05,6,
2013-09-03 06,6,
2013-09-03 07,21,
2013-09-03 08,22,
2013-09-03 09,23,
2013-09-03 10,22,
2013-09-03 11,26,
2013-09-03 12,17,
2013-09-03 13,14,
2013-09-03 14,19,
2013-09-03 15,26,
2013-09-03 16,16,
2013-09-03 17,13,
2013-09-03 18,29,
2013-09-03 19,17,
2013-09-03 20,18,
2013-09-03 21,10,
2013-09-03 22,11,
2013-09-04 23,12,
2013-09-04 00,6,
2013-09-04 01,2,
2013-09-04 02,1,
2013-09-04 03,5,
2013-09-04 04,3,
2013-09-04 05,7,
2013-09-04 06,16,
2013-09-04 07,17,
2013-09-04 08,20,
2013-09-04 09,31,
2013-09-04 10,30,
2013-09-04 11,19,
2013-09-04 12,22,
2013-09-04 13,33,
2013-09-04 14,23,
2013-09-04 15,31,
2013-09-04 16,33,
2013-09-04 17,25,
2013-09-04 18,20,
2013-09-04 19,19,
2013-09-04 20,21,
2013-09-04 21,18,
2013-09-04 22,11,
2013-09-05 23,12,
2013-09-05 00,5,
2013-09-05 01,1,
2013-09-05 02,3,
2013-09-05 03,5,
2013-09-05 04,3,
2013-09-05 05,8,
2013-09-05 06,17,
2013-09-05 07,13,
2013-09-05 08,18,
2013-09-05 09,24,
2013-09-05 10,30,
2013-09-05 11,16,
2013-09-05 12,21,
2013-09-05 13,16,
2013-09-05 14,29,
2013-09-05 15,35,
2013-09-05 16,21,
2013-09-05 17,14,
2013-09-05 18,23,
2013-09-05 19,11,
2013-09-05 20,13,
2013-09-05 21,14,
2013-09-05 22,11,
2013-09-06 23,5,
2013-09-06 00,10,
2013-09-06 01,5,
2013-09-06 02,0,
2013-09-06 03,3,
2013-09-06 04,0,
2013-09-06 05,11,
2013-09-06 06,9,
2013-09-06 07,20,
2013-09-06 08,25,
2013-09-06 09,28,
2013-09-06 10,21,
2013-09-06 11,31,
2013-09-06 12,18,
2013-09-06 13,29,
2013-09-06 14,25,
2013-09-06 15,18,
2013-09-06 16,23,
2013-09-06 17,23,
2013-09-06 18,17,
2013-09-06 19,22,
2013-09-06 20,22,
2013-09-06 21,16,
2013-09-06 22,4,
2013-09-07 23,8,
2013-09-07 00,4,
2013-09-07 01,4,
2013-09-07 02,2,
2013-09-07 03,3,
2013-09-07 04,3,
2013-09-07 05,5,
2013-09-07 06,6,
2013-09-07 07,15,
2013-09-07 08,20,
2013-09-07 09,22,
2013-09-07 10,11,
2013-09-07 11,19,
2013-09-07 12,21,
2013-09-07 13,25,
2013-09-07 14,19,
2013-09-07 15,25,
2013-09-07 16,26,
2013-09-07 17,19,
2013-09-07 18,18,
2013-09-07 19,19,
2013-09-07 20,19,
2013-09-07 21,18,
2013-09-07 22,17,
2013-09-08 23,8,
2013-09-08 00,4,
2013-09-08 01,4,
2013-09-08 02,2,
2013-09-08 03,1,
2013-09-08 04,4,
2013-09-08 05,6,
2013-09-08 06,6,
2013-09-08 07,23,
2013-09-08 08,14,
2013-09-08 09,19,
2013-09-08 10,20,
2013-09-08 11,13,
2013-09-08 12,9,
2013-09-08 13,15,
2013-09-08 14,16,
2013-09-08 15,20,
2013-09-08 16,19,
2013-09-08 17,14,
2013-09-08 18,26,
2013-09-08 19,21,
2013-09-08 20,17,
2013-09-08 21,12,
2013-09-08 22,8,
2013-09-09 23,7,
2013-09-09 00,5,
2013-09-09 01,8,
2013-09-09 02,1,
2013-09-09 03,3,
2013-09-09 04,1,
2013-09-09 05,6,
2013-09-09 06,17,
2013-09-09 07,16,
2013-09-09 08,20,
2013-09-09 09,19,
2013-09-09 10,30,
2013-09-09 11,21,
2013-09-09 12,30,
2013-09-09 13,19,
2013-09-09 14,20,
2013-09-09 15,25,
2013-09-09 16,28,
2013-09-09 17,18,
2013-09-09 18,18,
2013-09-09 19,14,
2013-09-09 20,13,
2013-09-09 21,21,
2013-09-09 22,7,
2013-09-10 23,7,
2013-09-10 00,4,
2013-09-10 01,3,
2013-09-10 02,3,
2013-09-10 03,1,
2013-09-10 04,3,
2013-09-10 05,3,
2013-09-10 06,10,
2013-09-10 07,19,
2013-09-10 08,26,
2013-09-10 09,21,
2013-09-10 10,24,
2013-09-10 11,25,
2013-09-10 12,25,
2013-09-10 13,24,
2013-09-10 14,32,
2013-09-10 15,38,
2013-09-10 16,23,
2013-09-10 17,21,
2013-09-10 18,30,
2013-09-10 19,27,
2013-09-10 20,12,
2013-09-10 21,18,
2013-09-10 22,17,
2013-09-11 23,6,
2013-09-11 00,5,
2013-09-11 01,5,
2013-09-11 02,0,
2013-09-11 03,1,
2013-09-11 04,2,
2013-09-11 05,2,
2013-09-11 06,5,
2013-09-11 07,19,
2013-09-11 08,39,
2013-09-11 09,31,
2013-09-11 10,43,
2013-09-11 11,24,
2013-09-11 12,30,
2013-09-11 13,27,
2013-09-11 14,32,
2013-09-11 15,17,
2013-09-11 16,35,
2013-09-11 17,17,
2013-09-11 18,19,
2013-09-11 19,27,
2013-09-11 20,28,
2013-09-11 21,12,
2013-09-11 22,16,
2013-09-12 23,6,
2013-09-12 00,2,
2013-09-12 01,1,
2013-09-12 02,5,
2013-09-12 03,3,
2013-09-12 04,4,
2013-09-12 05,9,
2013-09-12 06,13,
2013-09-12 07,33,
2013-09-12 08,28,
2013-09-12 09,25,
2013-09-12 10,34,
2013-09-12 11,29,
2013-09-12 12,24,
2013-09-12 13,20,
2013-09-12 14,31,
2013-09-12 15,31,
2013-09-12 16,21,
2013-09-12 17,23,
2013-09-12 18,24,
2013-09-12 19,32,
2013-09-12 20,17,
2013-09-12 21,21,
2013-09-12 22,7,
2013-09-13 23,7,
2013-09-13 00,5,
2013-09-13 01,1,
2013-09-13 02,1,
2013-09-13 03,2,
2013-09-13 04,3,
2013-09-13 05,3,
2013-09-13 06,13,
2013-09-13 07,19,
2013-09-13 08,32,
2013-09-13 09,28,
2013-09-13 10,20,
2013-09-13 11,24,
2013-09-13 12,20,
2013-09-13 13,31,
2013-09-13 14,23,
2013-09-13 15,23,
2013-09-13 16,21,
2013-09-13 17,18,
2013-09-13 18,25,
2013-09-13 19,26,
2013-09-13 20,30,
2013-09-13 21,19,
2013-09-13 22,7,
2013-09-14 23,14,
2013-09-14 00,4,
2013-09-14 01,1,
2013-09-14 02,2,
2013-09-14 03,2,
2013-09-14 04,2,
2013-09-14 05,7,
2013-09-14 06,10,
2013-09-14 07,21,
2013-09-14 08,19,
2013-09-14 09,21,
2013-09-14 10,11,
2013-09-14 11,28,
2013-09-14 12,19,
2013-09-14 13,16,
2013-09-14 14,22,
2013-09-14 15,24,
2013-09-14 16,18,
2013-09-14 17,22,
2013-09-14 18,18,
2013-09-14 19,14,
2013-09-14 20,27,
2013-09-14 21,15,
2013-09-14 22,14,
2013-09-15 23,7,
2013-09-15 00,8,
2013-09-15 01,4,
2013-09-15 02,2,
2013-09-15 03,2,
2013-09-15 04,4,
2013-09-15 05,4,
2013-09-15 06,13,
2013-09-15 07,15,
2013-09-15 08,17,
2013-09-15 09,24,
2013-09-15 10,18,
2013-09-15 11,16,
2013-09-15 12,15,
2013-09-15 13,22,
2013-09-15 14,20,
2013-09-15 15,21,
2013-09-15 16,27,
2013-09-15 17,20,
2013-09-15 18,20,
2013-09-15 19,25,
2013-09-15 20,15,
2013-09-15 21,13,
2013-09-15 22,15,
2013-09-16 23,9,
2013-09-16 00,8,
2013-09-16 01,4,
2013-09-16 02,0,
2013-09-16 03,1,
2013-09-16 04,2,
2013-09-16 05,9,
2013-09-16 06,12,
2013-09-16 07,10,
2013-09-16 08,23,
2013-09-16 09,35,
2013-09-16 10,27,
2013-09-16 11,23,
2013-09-16 12,18,
2013-09-16 13,38,
2013-09-16 14,28,
2013-09-16 15,33,
2013-09-16 16,16,
2013-09-16 17,26,
2013-09-16 18,25,
2013-09-16 19,24,
2013-09-16 20,32,
2013-09-16 21,23,
2013-09-16 22,13,
2013-09-17 23,8,
2013-09-17 00,3,
2013-09-17 01,0,
2013-09-17 02,5,
2013-09-17 03,1,
2013-09-17 04,2,
2013-09-17 05,11,
2013-09-17 06,19,
2013-09-17 07,14,
2013-09-17 08,30,
2013-09-17 09,33,
2013-09-17 10,23,
2013-09-17 11,19,
2013-09-17 12,29,
2013-09-17 13,29,
2013-09-17 14,27,
2013-09-17 15,36,
2013-09-17 16,27,
2013-09-17 17,18,
2013-09-17 18,20,
2013-09-17 19,15,
2013-09-17 20,19,
2013-09-17 21,11,
2013-09-17 22,10,
2013-09-18 23,2,
2013-09-18 00,2,
2013-09-18 01,1,
2013-09-18 02,2,
2013-09-18 03,7,
2013-09-18 04,6,
2013-09-18 05,7,
2013-09-18 06,15,
2013-09-18 07,16,
2013-09-18 08,31,
2013-09-18 09,28,
2013-09-18 10,23,
2013-09-18 11,23,
2013-09-18 12,23,
2013-09-18 13,27,
2013-09-18 14,25,
2013-09-18 15,37,
2013-09-18 16,27,
2013-09-18 17,27,
2013-09-18 18,28,
2013-09-18 19,26,
2013-09-18 20,14,
2013-09-18 21,23,
2013-09-18 22,16,
2013-09-19 23,10,
2013-09-19 00,6,
2013-09-19 01,6,
2013-09-19 02,1,
2013-09-19 03,1,
2013-09-19 04,8,
2013-09-19 05,7,
2013-09-19 06,14,
2013-09-19 07,29,
2013-09-19 08,44,
2013-09-19 09,24,
2013-09-19 10,28,
2013-09-19 11,27,
2013-09-19 12,24,
2013-09-19 13,36,
2013-09-19 14,42,
2013-09-19 15,30,
2013-09-19 16,32,
2013-09-19 17,18,
2013-09-19 18,28,
2013-09-19 19,36,
2013-09-19 20,35,
2013-09-19 21,29,
2013-09-19 22,12,
2013-09-20 23,1,
2013-09-20 00,1,
2013-09-20 01,6,
2013-09-20 02,4,
2013-09-20 03,1,
2013-09-20 04,3,
2013-09-20 05,9,
2013-09-20 06,23,
2013-09-20 07,20,
2013-09-20 08,38,
2013-09-20 09,31,
2013-09-20 10,43,
2013-09-20 11,28,
2013-09-20 12,33,
2013-09-20 13,40,
2013-09-20 14,31,
2013-09-20 15,25,
2013-09-20 16,29,
2013-09-20 17,24,
2013-09-20 18,26,
2013-09-20 19,24,
2013-09-20 20,22,
2013-09-20 21,19,
2013-09-20 22,11,
2013-09-21 23,1,
2013-09-21 00,10,
2013-09-21 01,2,
2013-09-21 02,5,
2013-09-21 03,1,
2013-09-21 04,4,
2013-09-21 05,13,
2013-09-21 06,13,
2013-09-21 07,19,
2013-09-21 08,22,
2013-09-21 09,25,
2013-09-21 10,23,
2013-09-21 11,20,
2013-09-21 12,15,
2013-09-21 13,18,
2013-09-21 14,23,
2013-09-21 15,21,
2013-09-21 16,39,
2013-09-21 17,17,
2013-09-21 18,19,
2013-09-21 19,20,
2013-09-21 20,12,
2013-09-21 21,15,
2013-09-21 22,10,
2013-09-22 23,9,
2013-09-22 00,8,
2013-09-22 01,2,
2013-09-22 02,5,
2013-09-22 03,4,
2013-09-22 04,4,
2013-09-22 05,3,
2013-09-22 06,13,
2013-09-22 07,15,
2013-09-22 08,20,
2013-09-22 09,20,
2013-09-22 10,13,
2013-09-22 11,22,
2013-09-22 12,21,
2013-09-22 13,23,
2013-09-22 14,24,
2013-09-22 15,23,
2013-09-22 16,17,
2013-09-22 17,36,
2013-09-22 18,28,
2013-09-22 19,28,
2013-09-22 20,20,
2013-09-22 21,22,
2013-09-22 22,19,
2013-09-23 23,11,
2013-09-23 00,10,
2013-09-23 01,0,
2013-09-23 02,5,
2013-09-23 03,1,
2013-09-23 04,4,
2013-09-23 05,4,
2013-09-23 06,14,
2013-09-23 07,25,
2013-09-23 08,39,
2013-09-23 09,55,
2013-09-23 10,34,
2013-09-23 11,28,
2013-09-23 12,43,
2013-09-23 13,25,
2013-09-23 14,34,
2013-09-23 15,35,
2013-09-23 16,34,
2013-09-23 17,27,
2013-09-23 18,30,
2013-09-23 19,34,
2013-09-23 20,30,
2013-09-23 21,19,
2013-09-23 22,11,
2013-09-24 23,5,
2013-09-24 00,6,
2013-09-24 01,7,
2013-09-24 02,6,
2013-09-24 03,6,
2013-09-24 04,7,
2013-09-24 05,16,
2013-09-24 06,15,
2013-09-24 07,23,
2013-09-24 08,33,
2013-09-24 09,34,
2013-09-24 10,27,
2013-09-24 11,32,
2013-09-24 12,36,
2013-09-24 13,29,
2013-09-24 14,43,
2013-09-24 15,36,
2013-09-24 16,22,
2013-09-24 17,24,
2013-09-24 18,32,
2013-09-24 19,38,
2013-09-24 20,37,
2013-09-24 21,16,
2013-09-24 22,9,
2013-09-25 23,5,
2013-09-25 00,4,
2013-09-25 01,3,
2013-09-25 02,4,
2013-09-25 03,4,
2013-09-25 04,3,
2013-09-25 05,9,
2013-09-25 06,21,
2013-09-25 07,21,
2013-09-25 08,33,
2013-09-25 09,48,
2013-09-25 10,36,
2013-09-25 11,34,
2013-09-25 12,41,
2013-09-25 13,40,
2013-09-25 14,47,
2013-09-25 15,59,
2013-09-25 16,37,
2013-09-25 17,36,
2013-09-25 18,27,
2013-09-25 19,33,
2013-09-25 20,35,
2013-09-25 21,28,
2013-09-25 22,18,
2013-09-26 23,17,
2013-09-26 00,8,
2013-09-26 01,4,
2013-09-26 02,3,
2013-09-26 03,1,
2013-09-26 04,6,
2013-09-26 05,9,
2013-09-26 06,8,
2013-09-26 07,37,
2013-09-26 08,42,
2013-09-26 09,46,
2013-09-26 10,41,
2013-09-26 11,73,
2013-09-26 12,82,
2013-09-26 13,74,
2013-09-26 14,89,
2013-09-26 15,68,
2013-09-26 16,41,
2013-09-26 17,42,
2013-09-26 18,43,
2013-09-26 19,39,
2013-09-26 20,42,
2013-09-26 21,32,
2013-09-26 22,16,
2013-09-27 23,13,
2013-09-27 00,7,
2013-09-27 01,2,
2013-09-27 02,5,
2013-09-27 03,1,
2013-09-27 04,4,
2013-09-27 05,23,
2013-09-27 06,39,
2013-09-27 07,39,
2013-09-27 08,33,
2013-09-27 09,49,
2013-09-27 10,34,
2013-09-27 11,35,
2013-09-27 12,39,
2013-09-27 13,43,
2013-09-27 14,39,
2013-09-27 15,35,
2013-09-27 16,37,
2013-09-27 17,41,
2013-09-27 18,26,
2013-09-27 19,42,
2013-09-27 20,33,
2013-09-27 21,28,
2013-09-27 22,17,
2013-09-28 23,11,
2013-09-28 00,4,
2013-09-28 01,5,
2013-09-28 02,5,
2013-09-28 03,3,
2013-09-28 04,5,
2013-09-28 05,5,
2013-09-28 06,20,
2013-09-28 07,22,
2013-09-28 08,16,
2013-09-28 09,26,
2013-09-28 10,28,
2013-09-28 11,31,
2013-09-28 12,30,
2013-09-28 13,27,
2013-09-28 14,46,
2013-09-28 15,38,
2013-09-28 16,35,
2013-09-28 17,35,
2013-09-28 18,41,
2013-09-28 19,38,
2013-09-28 20,34,
2013-09-28 21,25,
2013-09-28 22,26,
2013-09-29 23,12,
2013-09-29 00,11,
2013-09-29 01,3,
2013-09-29 02,8,
2013-09-29 03,2,
2013-09-29 04,3,
2013-09-29 05,6,
2013-09-29 06,22,
2013-09-29 07,31,
2013-09-29 08,32,
2013-09-29 09,37,
2013-09-29 10,24,
2013-09-29 11,19,
2013-09-29 12,28,
2013-09-29 13,13,
2013-09-29 14,15,
2013-09-29 15,21,
2013-09-29 16,32,
2013-09-29 17,29,
2013-09-29 18,35,
2013-09-29 19,38,
2013-09-29 20,32,
2013-09-29 21,19,
2013-09-29 22,10,
2013-09-30 23,9,
2013-09-30 00,2,
2013-09-30 01,2,
2013-09-30 02,2,
2013-09-30 03,5,
2013-09-30 04,2,
2013-09-30 05,9,
2013-09-30 06,17,
2013-09-30 07,43,
2013-09-30 08,36,
2013-09-30 09,33,
2013-09-30 10,40,
2013-09-30 11,32,
2013-09-30 12,29,
2013-09-30 13,27,
2013-09-30 14,37,
2013-09-30 15,39,
2013-09-30 16,32,
2013-09-30 17,24,
2013-09-30 18,21,
2013-09-30 19,25,
2013-09-30 20,21,
2013-09-30 21,17,
2013-09-30 22,17,
2013-10-01 23,10,
2013-10-01 00,6,
2013-10-01 01,3,
2013-10-01 02,4,
2013-10-01 03,5,
2013-10-01 04,5,
2013-10-01 05,5,
2013-10-01 06,20,
2013-10-01 07,20,
2013-10-01 08,30,
2013-10-01 09,39,
2013-10-01 10,44,
2013-10-01 11,29,
2013-10-01 12,37,
2013-10-01 13,37,
2013-10-01 14,49,
2013-10-01 15,32,
2013-10-01 16,41,
2013-10-01 17,29,
2013-10-01 18,34,
2013-10-01 19,29,
2013-10-01 20,30,
2013-10-01 21,21,
2013-10-01 22,15,
2013-10-02 23,5,
2013-10-02 00,8,
2013-10-02 01,5,
2013-10-02 02,3,
2013-10-02 03,1,
2013-10-02 04,3,
2013-10-02 05,12,
2013-10-02 06,22,
2013-10-02 07,22,
2013-10-02 08,39,
2013-10-02 09,46,
2013-10-02 10,28,
2013-10-02 11,36,
2013-10-02 12,22,
2013-10-02 13,40,
2013-10-02 14,31,
2013-10-02 15,23,
2013-10-02 16,39,
2013-10-02 17,26,
2013-10-02 18,35,
2013-10-02 19,31,
2013-10-02 20,38,
2013-10-02 21,28,
2013-10-02 22,14,
2013-10-03 23,4,
2013-10-03 00,4,
2013-10-03 01,7,
2013-10-03 02,4,
2013-10-03 03,4,
2013-10-03 04,3,
2013-10-03 05,14,
2013-10-03 06,20,
2013-10-03 07,36,
2013-10-03 08,29,
2013-10-03 09,36,
2013-10-03 10,43,
2013-10-03 11,30,
2013-10-03 12,24,
2013-10-03 13,41,
2013-10-03 14,37,
2013-10-03 15,34,
2013-10-03 16,36,
2013-10-03 17,20,
2013-10-03 18,35,
2013-10-03 19,43,
2013-10-03 20,30,
2013-10-03 21,32,
2013-10-03 22,13,
2013-10-04 23,4,
2013-10-04 00,10,
2013-10-04 01,9,
2013-10-04 02,5,
2013-10-04 03,4,
2013-10-04 04,3,
2013-10-04 05,6,
2013-10-04 06,9,
2013-10-04 07,31,
2013-10-04 08,46,
2013-10-04 09,42,
2013-10-04 10,41,
2013-10-04 11,41,
2013-10-04 12,47,
2013-10-04 13,42,
2013-10-04 14,60,
2013-10-04 15,35,
2013-10-04 16,44,
2013-10-04 17,38,
2013-10-04 18,33,
2013-10-04 19,33,
2013-10-04 20,37,
2013-10-04 21,31,
2013-10-04 22,12,
2013-10-05 23,16,
2013-10-05 00,12,
2013-10-05 01,4,
2013-10-05 02,1,
2013-10-05 03,2,
2013-10-05 04,3,
2013-10-05 05,8,
2013-10-05 06,7,
2013-10-05 07,33,
2013-10-05 08,30,
2013-10-05 09,29,
2013-10-05 10,40,
2013-10-05 11,68,
2013-10-05 12,60,
2013-10-05 13,38,
2013-10-05 14,43,
2013-10-05 15,74,
2013-10-05 16,39,
2013-10-05 17,45,
2013-10-05 18,57,
2013-10-05 19,26,
2013-10-05 20,26,
2013-10-05 21,20,
2013-10-05 22,18,
2013-10-06 23,14,
2013-10-06 00,9,
2013-10-06 01,6,
2013-10-06 02,2,
2013-10-06 03,4,
2013-10-06 04,2,
2013-10-06 05,7,
2013-10-06 06,12,
2013-10-06 07,24,
2013-10-06 08,23,
2013-10-06 09,38,
2013-10-06 10,30,
2013-10-06 11,26,
2013-10-06 12,25,
2013-10-06 13,31,
2013-10-06 14,19,
2013-10-06 15,27,
2013-10-06 16,32,
2013-10-06 17,19,
2013-10-06 18,38,
2013-10-06 19,29,
2013-10-06 20,42,
2013-10-06 21,26,
2013-10-06 22,15,
2013-10-07 23,14,
2013-10-07 00,4,
2013-10-07 01,4,
2013-10-07 02,3,
2013-10-07 03,3,
2013-10-07 04,4,
2013-10-07 05,8,
2013-10-07 06,17,
2013-10-07 07,35,
2013-10-07 08,39,
2013-10-07 09,40,
2013-10-07 10,41,
2013-10-07 11,27,
2013-10-07 12,39,
2013-10-07 13,38,
2013-10-07 14,42,
2013-10-07 15,42,
2013-10-07 16,56,
2013-10-07 17,35,
2013-10-07 18,34,
2013-10-07 19,45,
2013-10-07 20,28,
2013-10-07 21,42,
2013-10-07 22,18,
2013-10-08 23,17,
2013-10-08 00,2,
2013-10-08 01,6,
2013-10-08 02,1,
2013-10-08 03,4,
2013-10-08 04,5,
2013-10-08 05,6,
2013-10-08 06,16,
2013-10-08 07,32,
2013-10-08 08,32,
2013-10-08 09,36,
2013-10-08 10,30,
2013-10-08 11,31,
2013-10-08 12,34,
2013-10-08 13,58,
2013-10-08 14,36,
2013-10-08 15,32,
2013-10-08 16,32,
2013-10-08 17,21,
2013-10-08 18,44,
2013-10-08 19,35,
2013-10-08 20,25,
2013-10-08 21,27,
2013-10-08 22,13,
2013-10-09 23,13,
2013-10-09 00,4,
2013-10-09 01,2,
2013-10-09 02,2,
2013-10-09 03,3,
2013-10-09 04,3,
2013-10-09 05,15,
2013-10-09 06,11,
2013-10-09 07,29,
2013-10-09 08,44,
2013-10-09 09,41,
2013-10-09 10,39,
2013-10-09 11,38,
2013-10-09 12,55,
2013-10-09 13,45,
2013-10-09 14,42,
2013-10-09 15,40,
2013-10-09 16,40,
2013-10-09 17,31,
2013-10-09 18,28,
2013-10-09 19,29,
2013-10-09 20,34,
2013-10-09 21,22,
2013-10-09 22,18,
2013-10-10 23,16,
2013-10-10 00,9,
2013-10-10 01,2,
2013-10-10 02,0,
2013-10-10 03,7,
2013-10-10 04,2,
2013-10-10 05,8,
2013-10-10 06,22,
2013-10-10 07,39,
2013-10-10 08,30,
2013-10-10 09,45,
2013-10-10 10,40,
2013-10-10 11,27,
2013-10-10 12,40,
2013-10-10 13,30,
2013-10-10 14,40,
2013-10-10 15,41,
2013-10-10 16,47,
2013-10-10 17,30,
2013-10-10 18,28,
2013-10-10 19,25,
2013-10-10 20,25,
2013-10-10 21,27,
2013-10-10 22,11,
2013-10-11 23,5,
2013-10-11 00,9,
2013-10-11 01,7,
2013-10-11 02,2,
2013-10-11 03,2,
2013-10-11 04,6,
2013-10-11 05,6,
2013-10-11 06,18,
2013-10-11 07,41,
2013-10-11 08,37,
2013-10-11 09,30,
2013-10-11 10,38,
2013-10-11 11,18,
2013-10-11 12,26,
2013-10-11 13,30,
2013-10-11 14,45,
2013-10-11 15,40,
2013-10-11 16,39,
2013-10-11 17,26,
2013-10-11 18,33,
2013-10-11 19,36,
2013-10-11 20,21,
2013-10-11 21,23,
2013-10-11 22,19,
2013-10-12 23,14,
2013-10-12 00,5,
2013-10-12 01,3,
2013-10-12 02,4,
2013-10-12 03,0,
2013-10-12 04,1,
2013-10-12 05,8,
2013-10-12 06,7,
2013-10-12 07,18,
2013-10-12 08,28,
2013-10-12 09,37,
2013-10-12 10,36,
2013-10-12 11,44,
2013-10-12 12,27,
2013-10-12 13,32,
2013-10-12 14,31,
2013-10-12 15,37,
2013-10-12 16,39,
2013-10-12 17,46,
2013-10-12 18,28,
2013-10-12 19,30,
2013-10-12 20,37,
2013-10-12 21,13,
2013-10-12 22,16,
2013-10-13 23,11,
2013-10-13 00,4,
2013-10-13 01,7,
2013-10-13 02,4,
2013-10-13 03,5,
2013-10-13 04,6,
2013-10-13 05,8,
2013-10-13 06,10,
2013-10-13 07,20,
2013-10-13 08,39,
2013-10-13 09,41,
2013-10-13 10,29,
2013-10-13 11,40,
2013-10-13 12,21,
2013-10-13 13,30,
2013-10-13 14,29,
2013-10-13 15,41,
2013-10-13 16,33,
2013-10-13 17,26,
2013-10-13 18,28,
2013-10-13 19,29,
2013-10-13 20,29,
2013-10-13 21,29,
2013-10-13 22,17,
2013-10-14 23,14,
2013-10-14 00,3,
2013-10-14 01,6,
2013-10-14 02,4,
2013-10-14 03,1,
2013-10-14 04,4,
2013-10-14 05,10,
2013-10-14 06,20,
2013-10-14 07,21,
2013-10-14 08,31,
2013-10-14 09,48,
2013-10-14 10,48,
2013-10-14 11,28,
2013-10-14 12,48,
2013-10-14 13,39,
2013-10-14 14,34,
2013-10-14 15,39,
2013-10-14 16,39,
2013-10-14 17,30,
2013-10-14 18,35,
2013-10-14 19,37,
2013-10-14 20,29,
2013-10-14 21,29,
2013-10-14 22,24,
2013-10-15 23,11,
2013-10-15 00,7,
2013-10-15 01,4,
2013-10-15 02,3,
2013-10-15 03,3,
2013-10-15 04,2,
2013-10-15 05,5,
2013-10-15 06,20,
2013-10-15 07,33,
2013-10-15 08,27,
2013-10-15 09,35,
2013-10-15 10,51,
2013-10-15 11,28,
2013-10-15 12,28,
2013-10-15 13,43,
2013-10-15 14,2,
2013-10-15 15,37,
2013-10-15 16,64,
2013-10-15 17,62,
2013-10-15 18,45,
2013-10-15 19,49,
2013-10-15 20,44,
2013-10-15 21,32,
2013-10-15 22,16,
2013-10-16 23,8,
2013-10-16 00,7,
2013-10-16 01,3,
2013-10-16 02,2,
2013-10-16 03,4,
2013-10-16 04,5,
2013-10-16 05,17,
2013-10-16 06,46,
2013-10-16 07,66,
2013-10-16 08,76,
2013-10-16 09,49,
2013-10-16 10,58,
2013-10-16 11,15,
2013-10-16 12,40,
2013-10-16 13,48,
2013-10-16 14,50,
2013-10-16 15,59,
2013-10-16 16,37,
2013-10-16 17,38,
2013-10-16 18,28,
2013-10-16 19,34,
2013-10-16 20,26,
2013-10-16 21,26,
2013-10-16 22,14,
2013-10-17 23,12,
2013-10-17 00,4,
2013-10-17 01,2,
2013-10-17 02,1,
2013-10-17 03,2,
2013-10-17 04,7,
2013-10-17 05,3,
2013-10-17 06,20,
2013-10-17 07,28,
2013-10-17 08,47,
2013-10-17 09,55,
2013-10-17 10,44,
2013-10-17 11,23,
2013-10-17 12,37,
2013-10-17 13,27,
2013-10-17 14,36,
2013-10-17 15,45,
2013-10-17 16,33,
2013-10-17 17,40,
2013-10-17 18,39,
2013-10-17 19,34,
2013-10-17 20,44,
2013-10-17 21,18,
2013-10-17 22,14,
2013-10-18 23,8,
2013-10-18 00,6,
2013-10-18 01,5,
2013-10-18 02,2,
2013-10-18 03,5,
2013-10-18 04,5,
2013-10-18 05,9,
2013-10-18 06,23,
2013-10-18 07,34,
2013-10-18 08,29,
2013-10-18 09,45,
2013-10-18 10,35,
2013-10-18 11,36,
2013-10-18 12,40,
2013-10-18 13,39,
2013-10-18 14,29,
2013-10-18 15,42,
2013-10-18 16,47,
2013-10-18 17,31,
2013-10-18 18,29,
2013-10-18 19,35,
2013-10-18 20,22,
2013-10-18 21,24,
2013-10-18 22,13,
2013-10-19 23,7,
2013-10-19 00,8,
2013-10-19 01,8,
2013-10-19 02,1,
2013-10-19 03,2,
2013-10-19 04,0,
2013-10-19 05,3,
2013-10-19 06,15,
2013-10-19 07,24,
2013-10-19 08,30,
2013-10-19 09,31,
2013-10-19 10,29,
2013-10-19 11,28,
2013-10-19 12,34,
2013-10-19 13,34,
2013-10-19 14,32,
2013-10-19 15,32,
2013-10-19 16,25,
2013-10-19 17,40,
2013-10-19 18,24,
2013-10-19 19,28,
2013-10-19 20,30,
2013-10-19 21,15,
2013-10-19 22,25,
2013-10-20 23,12,
2013-10-20 00,6,
2013-10-20 01,6,
2013-10-20 02,6,
2013-10-20 03,5,
2013-10-20 04,8,
2013-10-20 05,4,
2013-10-20 06,9,
2013-10-20 07,26,
2013-10-20 08,27,
2013-10-20 09,31,
2013-10-20 10,32,
2013-10-20 11,15,
2013-10-20 12,24,
2013-10-20 13,36,
2013-10-20 14,26,
2013-10-20 15,27,
2013-10-20 16,31,
2013-10-20 17,23,
2013-10-20 18,28,
2013-10-20 19,34,
2013-10-20 20,28,
2013-10-20 21,22,
2013-10-20 22,12,
2013-10-21 23,7,
2013-10-21 00,1,
2013-10-21 01,2,
2013-10-21 02,3,
2013-10-21 03,1,
2013-10-21 04,5,
