Date,Wikipedia[it],
2013-10-22 15,131,
2013-10-22 16,136,
2013-10-22 17,105,
2013-10-22 18,99,
2013-10-22 19,120,
2013-10-22 20,54,
2013-10-22 21,55,
2013-10-22 22,38,
2013-10-23 23,16,
2013-10-23 00,14,
2013-10-23 01,23,
2013-10-23 02,13,
2013-10-23 03,11,
2013-10-23 04,13,
2013-10-23 05,14,
2013-10-23 06,56,
2013-10-23 07,129,
2013-10-23 08,74,
2013-10-23 09,110,
2013-10-23 10,91,
2013-10-23 11,115,
2013-10-23 12,123,
2013-10-23 13,252,
2013-10-23 14,185,
2013-10-23 15,164,
2013-10-23 16,159,
2013-10-23 17,116,
2013-10-23 18,143,
2013-10-23 19,109,
2013-10-23 20,94,
2013-10-23 21,49,
2013-10-23 22,26,
2013-10-24 23,26,
2013-10-24 00,11,
2013-10-24 01,5,
2013-10-24 02,8,
2013-10-24 03,5,
2013-10-24 04,13,
2013-10-24 05,36,
2013-10-24 06,50,
2013-10-24 07,81,
2013-10-24 08,76,
2013-10-24 09,113,
2013-10-24 10,103,
2013-10-24 11,77,
2013-10-24 12,114,
2013-10-24 13,144,
2013-10-24 14,161,
2013-10-24 15,163,
2013-10-24 16,144,
2013-10-24 17,128,
2013-10-24 18,130,
2013-10-24 19,97,
2013-10-24 20,99,
2013-10-24 21,67,
2013-10-24 22,35,
2013-10-25 23,25,
2013-10-25 00,13,
2013-10-25 01,19,
2013-10-25 02,8,
2013-10-25 03,14,
2013-10-25 04,17,
2013-10-25 05,21,
2013-10-25 06,80,
2013-10-25 07,88,
2013-10-25 08,129,
2013-10-25 09,104,
2013-10-25 10,90,
2013-10-25 11,88,
2013-10-25 12,149,
2013-10-25 13,133,
2013-10-25 14,151,
2013-10-25 15,137,
2013-10-25 16,117,
2013-10-25 17,97,
2013-10-25 18,102,
2013-10-25 19,107,
2013-10-25 20,81,
2013-10-25 21,79,
2013-10-25 22,54,
2013-10-26 23,26,
2013-10-26 00,13,
2013-10-26 01,14,
2013-10-26 02,25,
2013-10-26 03,13,
2013-10-26 04,15,
2013-10-26 05,29,
2013-10-26 06,62,
2013-10-26 07,80,
2013-10-26 08,101,
2013-10-26 09,81,
2013-10-26 10,83,
2013-10-26 11,57,
2013-10-26 12,111,
2013-10-26 13,115,
2013-10-26 14,115,
2013-10-26 15,108,
2013-10-26 16,119,
2013-10-26 17,89,
2013-10-26 18,86,
2013-10-26 19,81,
2013-10-26 20,81,
2013-10-26 21,57,
2013-10-26 22,60,
2013-10-27 23,35,
2013-10-27 00,0,
2013-10-27 01,18,
2013-10-27 02,14,
2013-10-27 03,6,
2013-10-27 04,9,
2013-10-27 05,44,
2013-10-27 06,22,
2013-10-27 07,49,
2013-10-27 08,77,
2013-10-27 09,89,
2013-10-27 10,98,
2013-10-27 11,106,
2013-10-27 12,102,
2013-10-27 13,93,
2013-10-27 14,106,
2013-10-27 15,102,
2013-10-27 16,105,
2013-10-27 17,96,
2013-10-27 18,119,
2013-10-27 19,101,
2013-10-27 20,121,
2013-10-27 21,111,
2013-10-27 22,83,
2013-10-27 23,58,
2013-10-28 00,31,
2013-10-28 01,12,
2013-10-28 02,22,
2013-10-28 03,6,
2013-10-28 04,7,
2013-10-28 05,9,
2013-10-28 06,19,
2013-10-28 07,44,
2013-10-28 08,63,
2013-10-28 09,89,
2013-10-28 10,105,
2013-10-28 11,115,
2013-10-28 12,120,
2013-10-28 13,114,
2013-10-28 14,137,
2013-10-28 15,163,
2013-10-28 16,142,
2013-10-28 17,167,
2013-10-28 18,108,
2013-10-28 19,114,
2013-10-28 20,118,
2013-10-28 21,96,
2013-10-28 22,95,
2013-10-28 23,74,
2013-10-29 00,39,
2013-10-29 01,17,
2013-10-29 02,11,
2013-10-29 03,13,
2013-10-29 04,9,
2013-10-29 05,10,
2013-10-29 06,15,
2013-10-29 07,33,
2013-10-29 08,60,
2013-10-29 09,90,
2013-10-29 10,129,
2013-10-29 11,107,
2013-10-29 12,97,
2013-10-29 13,78,
2013-10-29 14,175,
2013-10-29 15,155,
2013-10-29 16,156,
2013-10-29 17,131,
2013-10-29 18,120,
2013-10-29 19,123,
2013-10-29 20,89,
2013-10-29 21,122,
2013-10-29 22,94,
2013-10-29 23,66,
2013-10-30 00,33,
2013-10-30 01,23,
2013-10-30 02,13,
2013-10-30 03,7,
2013-10-30 04,6,
2013-10-30 05,6,
2013-10-30 06,10,
2013-10-30 07,32,
2013-10-30 08,51,
2013-10-30 09,90,
2013-10-30 10,80,
2013-10-30 11,85,
2013-10-30 12,101,
2013-10-30 13,105,
2013-10-30 14,138,
2013-10-30 15,153,
2013-10-30 16,151,
2013-10-30 17,140,
2013-10-30 18,153,
2013-10-30 19,134,
2013-10-30 20,117,
2013-10-30 21,122,
2013-10-30 22,84,
2013-10-30 23,62,
2013-10-31 00,49,
2013-10-31 01,25,
2013-10-31 02,16,
2013-10-31 03,11,
2013-10-31 04,5,
2013-10-31 05,7,
2013-10-31 06,17,
2013-10-31 07,30,
2013-10-31 08,58,
2013-10-31 09,98,
2013-10-31 10,77,
2013-10-31 11,101,
2013-10-31 12,108,
2013-10-31 13,95,
2013-10-31 14,126,
2013-10-31 15,131,
2013-10-31 16,114,
2013-10-31 17,121,
2013-10-31 18,117,
2013-10-31 19,97,
2013-10-31 20,76,
2013-10-31 21,89,
2013-10-31 22,63,
2013-10-31 23,59,
2013-11-01 00,48,
2013-11-01 01,34,
2013-11-01 02,18,
2013-11-01 03,24,
2013-11-01 04,11,
2013-11-01 05,14,
2013-11-01 06,9,
2013-11-01 07,22,
2013-11-01 08,52,
2013-11-01 09,83,
2013-11-01 10,88,
2013-11-01 11,119,
2013-11-01 12,82,
2013-11-01 13,99,
2013-11-01 14,98,
2013-11-01 15,111,
2013-11-01 16,112,
2013-11-01 17,108,
2013-11-01 18,140,
2013-11-01 19,108,
2013-11-01 20,120,
2013-11-01 21,99,
2013-11-01 22,91,
2013-11-01 23,64,
2013-11-02 00,60,
2013-11-02 01,49,
2013-11-02 02,27,
2013-11-02 03,22,
2013-11-02 04,12,
2013-11-02 05,13,
2013-11-02 06,58,
2013-11-02 07,25,
2013-11-02 08,39,
2013-11-02 09,82,
2013-11-02 10,109,
2013-11-02 11,121,
2013-11-02 12,104,
2013-11-02 13,90,
2013-11-02 14,109,
2013-11-02 15,159,
2013-11-02 16,135,
2013-11-02 17,160,
2013-11-02 18,124,
2013-11-02 19,116,
2013-11-02 20,111,
2013-11-02 21,115,
2013-11-02 22,88,
2013-11-02 23,84,
2013-11-03 00,63,
2013-11-03 01,26,
2013-11-03 02,20,
2013-11-03 03,5,
2013-11-03 04,12,
2013-11-03 05,4,
2013-11-03 06,15,
2013-11-03 07,18,
2013-11-03 08,55,
2013-11-03 09,69,
2013-11-03 10,131,
2013-11-03 11,125,
2013-11-03 12,113,
2013-11-03 13,108,
2013-11-03 14,115,
2013-11-03 15,134,
2013-11-03 16,122,
2013-11-03 17,123,
2013-11-03 18,193,
2013-11-03 19,148,
2013-11-03 20,123,
2013-11-03 21,122,
2013-11-03 22,90,
2013-11-03 23,91,
2013-11-04 00,51,
2013-11-04 01,24,
2013-11-04 02,20,
2013-11-04 03,12,
2013-11-04 04,7,
2013-11-04 05,12,
2013-11-04 06,20,
2013-11-04 07,26,
2013-11-04 08,47,
2013-11-04 09,72,
2013-11-04 10,87,
2013-11-04 11,99,
2013-11-04 12,81,
2013-11-04 13,90,
2013-11-04 14,138,
2013-11-04 15,152,
2013-11-04 16,155,
2013-11-04 17,136,
2013-11-04 18,131,
2013-11-04 19,111,
2013-11-04 20,121,
2013-11-04 21,95,
2013-11-04 22,75,
2013-11-04 23,53,
2013-11-05 00,26,
2013-11-05 01,20,
2013-11-05 02,38,
2013-11-05 03,10,
2013-11-05 04,9,
2013-11-05 05,16,
2013-11-05 06,38,
2013-11-05 07,36,
2013-11-05 08,85,
2013-11-05 09,94,
2013-11-05 10,88,
2013-11-05 11,96,
2013-11-05 12,79,
2013-11-05 13,85,
2013-11-05 14,88,
2013-11-05 15,128,
2013-11-05 16,146,
2013-11-05 17,141,
2013-11-05 18,113,
2013-11-05 19,110,
2013-11-05 20,100,
2013-11-05 21,88,
2013-11-05 22,59,
2013-11-05 23,52,
2013-11-06 00,37,
2013-11-06 01,18,
2013-11-06 02,9,
2013-11-06 03,8,
2013-11-06 04,2,
2013-11-06 05,9,
2013-11-06 06,16,
2013-11-06 07,27,
2013-11-06 08,61,
2013-11-06 09,74,
2013-11-06 10,71,
2013-11-06 11,95,
2013-11-06 12,92,
2013-11-06 13,80,
2013-11-06 14,99,
2013-11-06 15,131,
2013-11-06 16,103,
2013-11-06 17,117,
2013-11-06 18,141,
2013-11-06 19,96,
2013-11-06 20,99,
2013-11-06 21,103,
2013-11-06 22,78,
2013-11-06 23,71,
2013-11-07 00,39,
2013-11-07 01,21,
2013-11-07 02,17,
2013-11-07 03,11,
2013-11-07 04,13,
2013-11-07 05,5,
2013-11-07 06,15,
2013-11-07 07,27,
2013-11-07 08,57,
2013-11-07 09,66,
2013-11-07 10,80,
2013-11-07 11,92,
2013-11-07 12,104,
2013-11-07 13,98,
2013-11-07 14,118,
2013-11-07 15,125,
2013-11-07 16,149,
2013-11-07 17,145,
2013-11-07 18,125,
2013-11-07 19,124,
2013-11-07 20,128,
2013-11-07 21,115,
2013-11-07 22,98,
2013-11-07 23,67,
2013-11-08 00,34,
2013-11-08 01,31,
2013-11-08 02,17,
2013-11-08 03,11,
2013-11-08 04,5,
2013-11-08 05,9,
2013-11-08 06,24,
2013-11-08 07,15,
2013-11-08 08,63,
2013-11-08 09,111,
2013-11-08 10,101,
2013-11-08 11,110,
2013-11-08 12,118,
2013-11-08 13,108,
2013-11-08 14,116,
2013-11-08 15,164,
2013-11-08 16,140,
2013-11-08 17,143,
2013-11-08 18,172,
2013-11-08 19,178,
2013-11-08 20,114,
2013-11-08 21,113,
2013-11-08 22,98,
2013-11-08 23,69,
2013-11-09 00,48,
2013-11-09 01,28,
2013-11-09 02,12,
2013-11-09 03,12,
2013-11-09 04,7,
2013-11-09 05,11,
2013-11-09 06,14,
2013-11-09 07,27,
2013-11-09 08,51,
2013-11-09 09,74,
2013-11-09 10,111,
2013-11-09 11,101,
2013-11-09 12,89,
2013-11-09 13,84,
2013-11-09 14,105,
2013-11-09 15,120,
2013-11-09 16,112,
2013-11-09 17,114,
2013-11-09 18,89,
2013-11-09 19,95,
2013-11-09 20,108,
2013-11-09 21,105,
2013-11-09 22,67,
2013-11-09 23,62,
2013-11-10 00,50,
2013-11-10 01,25,
2013-11-10 02,18,
2013-11-10 03,6,
2013-11-10 04,6,
2013-11-10 05,12,
2013-11-10 06,9,
2013-11-10 07,24,
2013-11-10 08,38,
2013-11-10 09,76,
2013-11-10 10,84,
2013-11-10 11,144,
2013-11-10 12,117,
2013-11-10 13,113,
2013-11-10 14,121,
2013-11-10 15,115,
2013-11-10 16,107,
2013-11-10 17,147,
2013-11-10 18,160,
2013-11-10 19,141,
2013-11-10 20,109,
2013-11-10 21,123,
2013-11-10 22,95,
2013-11-10 23,79,
2013-11-11 00,35,
2013-11-11 01,19,
2013-11-11 02,12,
2013-11-11 03,7,
2013-11-11 04,7,
2013-11-11 05,9,
2013-11-11 06,9,
2013-11-11 07,21,
2013-11-11 08,51,
2013-11-11 09,108,
2013-11-11 10,111,
2013-11-11 11,123,
2013-11-11 12,80,
2013-11-11 13,72,
2013-11-11 14,135,
2013-11-11 15,176,
2013-11-11 16,128,
2013-11-11 17,154,
2013-11-11 18,131,
2013-11-11 19,122,
2013-11-11 20,124,
2013-11-11 21,111,
2013-11-11 22,138,
2013-11-11 23,60,
2013-11-12 00,30,
2013-11-12 01,34,
2013-11-12 02,9,
2013-11-12 03,6,
2013-11-12 04,8,
2013-11-12 05,10,
2013-11-12 06,15,
2013-11-12 07,23,
2013-11-12 08,48,
2013-11-12 09,90,
2013-11-12 10,98,
2013-11-12 11,135,
2013-11-12 12,94,
2013-11-12 13,98,
2013-11-12 14,150,
2013-11-12 15,160,
2013-11-12 16,149,
2013-11-12 17,163,
2013-11-12 18,144,
2013-11-12 19,131,
2013-11-12 20,117,
2013-11-12 21,109,
2013-11-12 22,102,
2013-11-12 23,73,
2013-11-13 00,50,
2013-11-13 01,31,
2013-11-13 02,15,
2013-11-13 03,4,
2013-11-13 04,12,
2013-11-13 05,10,
2013-11-13 06,17,
2013-11-13 07,23,
2013-11-13 08,44,
2013-11-13 09,70,
2013-11-13 10,81,
2013-11-13 11,74,
2013-11-13 12,116,
2013-11-13 13,82,
2013-11-13 14,115,
2013-11-13 15,149,
2013-11-13 16,132,
2013-11-13 17,111,
2013-11-13 18,127,
2013-11-13 19,109,
2013-11-13 20,121,
2013-11-13 21,110,
2013-11-13 22,96,
2013-11-13 23,67,
2013-11-14 00,33,
2013-11-14 01,27,
2013-11-14 02,18,
2013-11-14 03,19,
2013-11-14 04,4,
2013-11-14 05,7,
2013-11-14 06,12,
2013-11-14 07,34,
2013-11-14 08,52,
2013-11-14 09,76,
2013-11-14 10,86,
2013-11-14 11,86,
2013-11-14 12,74,
2013-11-14 13,77,
2013-11-14 14,128,
2013-11-14 15,145,
2013-11-14 16,131,
2013-11-14 17,125,
2013-11-14 18,129,
2013-11-14 19,117,
2013-11-14 20,126,
2013-11-14 21,86,
2013-11-14 22,82,
2013-11-14 23,58,
2013-11-15 00,35,
2013-11-15 01,23,
2013-11-15 02,17,
2013-11-15 03,17,
2013-11-15 04,16,
2013-11-15 05,9,
2013-11-15 06,11,
2013-11-15 07,18,
2013-11-15 08,40,
2013-11-15 09,101,
2013-11-15 10,83,
2013-11-15 11,108,
2013-11-15 12,85,
2013-11-15 13,88,
2013-11-15 14,104,
2013-11-15 15,150,
2013-11-15 16,156,
2013-11-15 17,159,
2013-11-15 18,127,
2013-11-15 19,97,
2013-11-15 20,80,
2013-11-15 21,91,
2013-11-15 22,74,
2013-11-15 23,48,
2013-11-16 00,45,
2013-11-16 01,27,
2013-11-16 02,14,
2013-11-16 03,7,
2013-11-16 04,12,
2013-11-16 05,15,
2013-11-16 06,9,
2013-11-16 07,22,
2013-11-16 08,32,
2013-11-16 09,116,
2013-11-16 10,80,
2013-11-16 11,100,
2013-11-16 12,95,
2013-11-16 13,77,
2013-11-16 14,116,
2013-11-16 15,107,
2013-11-16 16,89,
2013-11-16 17,90,
2013-11-16 18,126,
2013-11-16 19,80,
2013-11-16 20,83,
2013-11-16 21,104,
2013-11-16 22,93,
2013-11-16 23,65,
2013-11-17 00,56,
2013-11-17 01,31,
2013-11-17 02,17,
2013-11-17 03,19,
2013-11-17 04,9,
2013-11-17 05,8,
2013-11-17 06,17,
2013-11-17 07,17,
2013-11-17 08,33,
2013-11-17 09,68,
2013-11-17 10,106,
2013-11-17 11,118,
2013-11-17 12,93,
2013-11-17 13,111,
2013-11-17 14,132,
2013-11-17 15,122,
2013-11-17 16,131,
2013-11-17 17,133,
2013-11-17 18,154,
2013-11-17 19,100,
2013-11-17 20,123,
2013-11-17 21,131,
2013-11-17 22,112,
2013-11-17 23,71,
2013-11-18 00,43,
2013-11-18 01,23,
2013-11-18 02,14,
2013-11-18 03,7,
2013-11-18 04,8,
2013-11-18 05,15,
2013-11-18 06,16,
2013-11-18 07,18,
2013-11-18 08,67,
2013-11-18 09,91,
2013-11-18 10,95,
2013-11-18 11,99,
2013-11-18 12,92,
2013-11-18 13,72,
2013-11-18 14,124,
2013-11-18 15,119,
2013-11-18 16,161,
2013-11-18 17,127,
2013-11-18 18,140,
2013-11-18 19,116,
2013-11-18 20,96,
2013-11-18 21,98,
2013-11-18 22,80,
2013-11-18 23,64,
2013-11-19 00,37,
2013-11-19 01,22,
2013-11-19 02,17,
2013-11-19 03,11,
2013-11-19 04,7,
2013-11-19 05,5,
2013-11-19 06,14,
2013-11-19 07,27,
2013-11-19 08,50,
2013-11-19 09,64,
2013-11-19 10,73,
2013-11-19 11,63,
2013-11-19 12,76,
2013-11-19 13,93,
2013-11-19 14,114,
2013-11-19 15,123,
2013-11-19 16,136,
2013-11-19 17,138,
2013-11-19 18,124,
2013-11-19 19,130,
2013-11-19 20,106,
2013-11-19 21,108,
2013-11-19 22,98,
2013-11-19 23,62,
2013-11-20 00,41,
2013-11-20 01,29,
2013-11-20 02,19,
2013-11-20 03,8,
2013-11-20 04,7,
2013-11-20 05,18,
2013-11-20 06,20,
2013-11-20 07,23,
2013-11-20 08,58,
2013-11-20 09,80,
2013-11-20 10,104,
2013-11-20 11,105,
2013-11-20 12,81,
2013-11-20 13,80,
2013-11-20 14,109,
2013-11-20 15,185,
2013-11-20 16,162,
2013-11-20 17,152,
2013-11-20 18,127,
2013-11-20 19,107,
2013-11-20 20,93,
2013-11-20 21,108,
2013-11-20 22,85,
2013-11-20 23,62,
2013-11-21 00,46,
2013-11-21 01,22,
2013-11-21 02,20,
2013-11-21 03,8,
2013-11-21 04,5,
2013-11-21 05,11,
2013-11-21 06,18,
2013-11-21 07,32,
2013-11-21 08,47,
2013-11-21 09,81,
2013-11-21 10,95,
2013-11-21 11,115,
2013-11-21 12,106,
2013-11-21 13,63,
2013-11-21 14,122,
2013-11-21 15,147,
2013-11-21 16,172,
2013-11-21 17,124,
2013-11-21 18,133,
2013-11-21 19,121,
2013-11-21 20,133,
2013-11-21 21,108,
2013-11-21 22,88,
2013-11-21 23,83,
2013-11-22 00,37,
2013-11-22 01,20,
2013-11-22 02,11,
2013-11-22 03,14,
2013-11-22 04,4,
2013-11-22 05,6,
2013-11-22 06,16,
2013-11-22 07,29,
2013-11-22 08,48,
2013-11-22 09,78,
2013-11-22 10,85,
2013-11-22 11,104,
2013-11-22 12,83,
2013-11-22 13,71,
2013-11-22 14,98,
2013-11-22 15,113,
2013-11-22 16,144,
2013-11-22 17,136,
2013-11-22 18,131,
2013-11-22 19,129,
2013-11-22 20,87,
2013-11-22 21,98,
2013-11-22 22,74,
2013-11-22 23,68,
2013-11-23 00,35,
2013-11-23 01,15,
2013-11-23 02,14,
2013-11-23 03,10,
2013-11-23 04,7,
2013-11-23 05,17,
2013-11-23 06,22,
2013-11-23 07,19,
2013-11-23 08,35,
2013-11-23 09,77,
2013-11-23 10,83,
2013-11-23 11,78,
2013-11-23 12,93,
2013-11-23 13,61,
2013-11-23 14,110,
2013-11-23 15,97,
2013-11-23 16,116,
2013-11-23 17,89,
2013-11-23 18,99,
2013-11-23 19,80,
2013-11-23 20,99,
2013-11-23 21,71,
2013-11-23 22,81,
2013-11-23 23,55,
2013-11-24 00,41,
2013-11-24 01,24,
2013-11-24 02,23,
2013-11-24 03,14,
2013-11-24 04,9,
2013-11-24 05,7,
2013-11-24 06,8,
2013-11-24 07,14,
2013-11-24 08,42,
2013-11-24 09,71,
2013-11-24 10,94,
2013-11-24 11,106,
2013-11-24 12,92,
2013-11-24 13,55,
2013-11-24 14,116,
2013-11-24 15,126,
2013-11-24 16,97,
2013-11-24 17,112,
2013-11-24 18,118,
2013-11-24 19,100,
2013-11-24 20,91,
2013-11-24 21,94,
2013-11-24 22,82,
2013-11-24 23,76,
2013-11-25 00,48,
2013-11-25 01,23,
2013-11-25 02,12,
2013-11-25 03,6,
2013-11-25 04,9,
2013-11-25 05,8,
2013-11-25 06,16,
2013-11-25 07,24,
2013-11-25 08,33,
2013-11-25 09,70,
2013-11-25 10,106,
2013-11-25 11,123,
2013-11-25 12,80,
2013-11-25 13,64,
2013-11-25 14,120,
2013-11-25 15,145,
2013-11-25 16,117,
2013-11-25 17,160,
2013-11-25 18,123,
2013-11-25 19,77,
2013-11-25 20,91,
2013-11-25 21,104,
2013-11-25 22,81,
2013-11-25 23,66,
2013-11-26 00,24,
2013-11-26 01,21,
2013-11-26 02,13,
2013-11-26 03,11,
2013-11-26 04,13,
2013-11-26 05,7,
2013-11-26 06,12,
2013-11-26 07,32,
2013-11-26 08,57,
2013-11-26 09,66,
2013-11-26 10,84,
2013-11-26 11,104,
2013-11-26 12,82,
2013-11-26 13,1,
2013-11-26 14,109,
2013-11-26 15,124,
2013-11-26 16,148,
2013-11-26 17,165,
2013-11-26 18,166,
2013-11-26 19,135,
2013-11-26 20,104,
2013-11-26 21,105,
2013-11-26 22,69,
2013-11-26 23,51,
2013-11-27 00,43,
2013-11-27 01,19,
2013-11-27 02,13,
2013-11-27 03,10,
2013-11-27 04,6,
2013-11-27 05,3,
2013-11-27 06,21,
2013-11-27 07,25,
2013-11-27 08,52,
2013-11-27 09,75,
2013-11-27 10,99,
2013-11-27 11,130,
2013-11-27 12,72,
2013-11-27 13,109,
2013-11-27 14,126,
2013-11-27 15,154,
2013-11-27 16,136,
2013-11-27 17,141,
2013-11-27 18,136,
2013-11-27 19,103,
2013-11-27 20,99,
2013-11-27 21,91,
2013-11-27 22,92,
2013-11-27 23,50,
2013-11-28 00,34,
2013-11-28 01,21,
2013-11-28 02,18,
2013-11-28 03,8,
2013-11-28 04,15,
2013-11-28 05,18,
2013-11-28 06,17,
2013-11-28 07,34,
2013-11-28 08,79,
2013-11-28 09,140,
2013-11-28 10,121,
2013-11-28 11,160,
2013-11-28 12,161,
2013-11-28 13,122,
2013-11-28 14,182,
2013-11-28 15,300,
2013-11-28 16,336,
2013-11-28 17,318,
2013-11-28 18,313,
2013-11-28 19,254,
2013-11-28 20,210,
2013-11-28 21,196,
2013-11-28 22,147,
2013-11-28 23,81,
2013-11-29 00,46,
2013-11-29 01,26,
2013-11-29 02,22,
2013-11-29 03,11,
2013-11-29 04,17,
2013-11-29 05,13,
2013-11-29 06,15,
2013-11-29 07,41,
2013-11-29 08,72,
2013-11-29 09,147,
2013-11-29 10,166,
2013-11-29 11,181,
2013-11-29 12,152,
2013-11-29 13,146,
2013-11-29 14,208,
2013-11-29 15,317,
2013-11-29 16,278,
2013-11-29 17,258,
2013-11-29 18,219,
2013-11-29 19,188,
2013-11-29 20,183,
2013-11-29 21,171,
2013-11-29 22,159,
2013-11-29 23,90,
2013-11-30 00,86,
2013-11-30 01,27,
2013-11-30 02,13,
2013-11-30 03,13,
2013-11-30 04,10,
2013-11-30 05,18,
2013-11-30 06,19,
2013-11-30 07,32,
2013-11-30 08,99,
2013-11-30 09,136,
2013-11-30 10,211,
2013-11-30 11,197,
2013-11-30 12,159,
2013-11-30 13,172,
2013-11-30 14,197,
2013-11-30 15,234,
2013-11-30 16,200,
2013-11-30 17,205,
2013-11-30 18,198,
2013-11-30 19,189,
2013-11-30 20,156,
2013-11-30 21,141,
2013-11-30 22,154,
2013-11-30 23,96,
2013-12-01 00,66,
2013-12-01 01,48,
2013-12-01 02,30,
2013-12-01 03,12,
2013-12-01 04,21,
2013-12-01 05,13,
2013-12-01 06,12,
2013-12-01 07,21,
2013-12-01 08,39,
2013-12-01 09,113,
2013-12-01 10,165,
2013-12-01 11,212,
2013-12-01 12,248,
2013-12-01 13,214,
2013-12-01 14,243,
2013-12-01 15,253,
2013-12-01 16,221,
2013-12-01 17,286,
2013-12-01 18,247,
2013-12-01 19,234,
2013-12-01 20,190,
2013-12-01 21,211,
2013-12-01 22,178,
2013-12-01 23,113,
2013-12-02 00,54,
2013-12-02 01,32,
2013-12-02 02,14,
2013-12-02 03,7,
2013-12-02 04,13,
2013-12-02 05,10,
2013-12-02 06,18,
2013-12-02 07,25,
2013-12-02 08,80,
2013-12-02 09,129,
2013-12-02 10,171,
2013-12-02 11,188,
2013-12-02 12,252,
2013-12-02 13,183,
2013-12-02 14,239,
2013-12-02 15,312,
2013-12-02 16,336,
2013-12-02 17,378,
2013-12-02 18,342,
2013-12-02 19,242,
2013-12-02 20,221,
2013-12-02 21,184,
2013-12-02 22,175,
2013-12-02 23,100,
2013-12-03 00,56,
2013-12-03 01,35,
2013-12-03 02,25,
2013-12-03 03,11,
2013-12-03 04,13,
2013-12-03 05,11,
2013-12-03 06,10,
2013-12-03 07,31,
2013-12-03 08,73,
2013-12-03 09,148,
2013-12-03 10,148,
2013-12-03 11,168,
2013-12-03 12,150,
2013-12-03 13,131,
2013-12-03 14,222,
2013-12-03 15,295,
2013-12-03 16,278,
2013-12-03 17,289,
2013-12-03 18,288,
2013-12-03 19,225,
2013-12-03 20,103,
2013-12-03 21,205,
2013-12-03 22,153,
2013-12-03 23,108,
2013-12-04 00,63,
2013-12-04 01,30,
2013-12-04 02,23,
2013-12-04 03,31,
2013-12-04 04,18,
2013-12-04 05,10,
2013-12-04 06,13,
2013-12-04 07,43,
2013-12-04 08,85,
2013-12-04 09,133,
2013-12-04 10,180,
2013-12-04 11,164,
2013-12-04 12,177,
2013-12-04 13,140,
2013-12-04 14,203,
2013-12-04 15,293,
2013-12-04 16,282,
2013-12-04 17,328,
2013-12-04 18,311,
2013-12-04 19,263,
2013-12-04 20,228,
2013-12-04 21,206,
2013-12-04 22,161,
2013-12-04 23,117,
2013-12-05 00,64,
2013-12-05 01,25,
2013-12-05 02,16,
2013-12-05 03,11,
2013-12-05 04,16,
2013-12-05 05,14,
2013-12-05 06,16,
2013-12-05 07,37,
2013-12-05 08,94,
2013-12-05 09,135,
2013-12-05 10,181,
2013-12-05 11,206,
2013-12-05 12,163,
2013-12-05 13,144,
2013-12-05 14,229,
2013-12-05 15,329,
2013-12-05 16,303,
2013-12-05 17,312,
2013-12-05 18,299,
2013-12-05 19,270,
2013-12-05 20,226,
2013-12-05 21,215,
2013-12-05 22,144,
2013-12-05 23,122,
2013-12-06 00,51,
2013-12-06 01,20,
2013-12-06 02,15,
2013-12-06 03,21,
2013-12-06 04,9,
2013-12-06 05,18,
2013-12-06 06,21,
2013-12-06 07,31,
2013-12-06 08,94,
2013-12-06 09,139,
2013-12-06 10,160,
2013-12-06 11,200,
2013-12-06 12,183,
2013-12-06 13,167,
2013-12-06 14,211,
2013-12-06 15,326,
2013-12-06 16,335,
2013-12-06 17,310,
2013-12-06 18,237,
2013-12-06 19,203,
2013-12-06 20,213,
2013-12-06 21,182,
2013-12-06 22,157,
2013-12-06 23,113,
2013-12-07 00,78,
2013-12-07 01,36,
2013-12-07 02,19,
2013-12-07 03,16,
2013-12-07 04,15,
2013-12-07 05,9,
2013-12-07 06,9,
2013-12-07 07,36,
2013-12-07 08,77,
2013-12-07 09,128,
2013-12-07 10,168,
2013-12-07 11,165,
2013-12-07 12,198,
2013-12-07 13,157,
2013-12-07 14,199,
2013-12-07 15,216,
2013-12-07 16,207,
2013-12-07 17,211,
2013-12-07 18,173,
2013-12-07 19,151,
2013-12-07 20,158,
2013-12-07 21,154,
2013-12-07 22,137,
2013-12-07 23,105,
2013-12-08 00,79,
2013-12-08 01,52,
2013-12-08 02,46,
2013-12-08 03,28,
2013-12-08 04,28,
2013-12-08 05,21,
2013-12-08 06,26,
2013-12-08 07,41,
2013-12-08 08,73,
2013-12-08 09,145,
2013-12-08 10,163,
2013-12-08 11,197,
2013-12-08 12,200,
2013-12-08 13,173,
2013-12-08 14,195,
2013-12-08 15,252,
2013-12-08 16,248,
2013-12-08 17,264,
2013-12-08 18,231,
2013-12-08 19,230,
2013-12-08 20,208,
2013-12-08 21,187,
2013-12-08 22,139,
2013-12-08 23,111,
2013-12-09 00,70,
2013-12-09 01,47,
2013-12-09 02,35,
2013-12-09 03,35,
2013-12-09 04,28,
2013-12-09 05,34,
2013-12-09 06,28,
2013-12-09 07,39,
2013-12-09 08,91,
2013-12-09 09,146,
2013-12-09 10,177,
2013-12-09 11,277,
2013-12-09 12,195,
2013-12-09 13,212,
2013-12-09 14,263,
2013-12-09 15,358,
2013-12-09 16,308,
2013-12-09 17,335,
2013-12-09 18,337,
2013-12-09 19,301,
2013-12-09 20,209,
2013-12-09 21,211,
2013-12-09 22,148,
2013-12-09 23,119,
2013-12-10 00,60,
2013-12-10 01,39,
2013-12-10 02,17,
2013-12-10 03,17,
